AP_TYPE,Name of Access Point,Office Type:,AP_Attached_Facility,Attach_Facility Name,Street Address,City or town,CHIEFDOM,REGION,DISTRICT,Products Offered,Services offered,Status,Agent Code/ Branch Code,Longitude,Lattitude,Photo
Commercial Banks,ECOBANK (SL) LIMITED,Branch,,,54 Hangha Road,Kenema,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23514,8.48965,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,54 Hangha Road,Kenema,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23514,8.48965,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,39 Kissy Road,Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.22305,8.48723,
Commercial Banks,ECOBANK (SL) LIMITED,Branch,,,"7A College Road, Cline town",Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21076,8.48933,
Commercial Banks,ECOBANK (SL) LIMITED,Cash Point,,,SLRSA,Freetown,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21535,8.48402,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,11 Rawdon Street ,Freetown,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21535,8.48402,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,Kissy Shell,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.19051,8.47433,
Commercial Banks,ECOBANK (SL) LIMITED,Outlet,,,Freetown International Airport,Lungi,KAFFU BULLOM,NORTH WESTERN,PORT LOKO,,,,,-13.20141,8.61493,
Commercial Banks,ECOBANK (SL) LIMITED,Outlet,,,Freetown International Airport,Lungi,KAFFU BULLOM,NORTH WESTERN,PORT LOKO,,,,,-13.20141,8.61493,
Commercial Banks,ECOBANK (SL) LIMITED,Branch,,,Koidu Town,Koidu,KOIDU CITY,EASTERN,KONO,,,,,-10.97163,8.64228,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,12 Kaindordu Road,Koidu,KOIDU CITY,EASTERN,KONO,,,,,-10.97163,8.64228,
Commercial Banks,ECOBANK (SL) LIMITED,Branch,,,2 Flower Corner,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04339,8.8882,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,2 Flower Corner,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04339,8.8882,
Commercial Banks,ECOBANK (SL) LIMITED,Branch,,,5 Siaka Stevens Street,Lunsar,MARAMPA,NORTH WESTERN,PORT LOKO,,,,,-12.54028,8.68943,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,15 Gbawurra Road,Kabala,WARA WARA YAGALA,NORTHERN,KOINADUGU,,,,,-11.55296,9.5851,
Commercial Banks,ECOBANK (SL) LIMITED,Branch,,,38 Main Motor Road,Waterloo,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.07016,8.3307,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,"New Road, Tombo Junction, Waterloo",Waterloo,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.07016,8.3307,
Commercial Banks,ECOBANK (SL) LIMITED,Branch,,,147P Wilkinson Road,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,"16 Regent Road, Lumley",Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26353,8.45203,
Commercial Banks,ECOBANK (SL) LIMITED,Microfinance,,,Congo Cross,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.25944,8.48292,
Commercial Banks,FBN Bank (SL) Limited,HQ,,,3 Charlotte Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
Commercial Banks,FBN Bank (SL) Limited,Branch,,,3 Charlotte Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
Commercial Banks,FBN Bank (SL) Limited,Branch,,,5 Ross Road,Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21283,8.48358,
Commercial Banks,FBN Bank (SL) Limited,Branch,,,"9 Freetown Road,  Lumley",Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2709,8.45779,
Commercial Banks,GT Bank SL Limited,Branch,,,16 Tinkoko Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.74249,7.95855,
Commercial Banks,GT Bank SL Limited,Branch,,,42 Siaka Stevens Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23544,8.48733,
Commercial Banks,GT Bank SL Limited,HQ,,,12 Wilberforce Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23136,8.48876,
Commercial Banks,GT Bank SL Limited,Branch,,,12 Wilberforce Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23136,8.48876,
Commercial Banks,GT Bank SL Limited,Branch,,,71 Hangha Road,Kenema,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23423,8.49021,
Commercial Banks,GT Bank SL Limited,Branch,,,SD Steel Mining Site,Bumbuna,DANSOGOIA,NORTHERN,TONKOLILI,,,,,-11.70398,8.99887,
Commercial Banks,GT Bank SL Limited,Branch,,,"7 College Road, Cline Town",Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21076,8.48933,
Commercial Banks,GT Bank SL Limited,Branch,,,36 Kissy Road,Freetown,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21265,8.48316,
Commercial Banks,GT Bank SL Limited,Branch,,,"Old ATC Building, Wellington ",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.16377,8.44682,
Commercial Banks,GT Bank SL Limited,Branch,,, Rutile,Moriba Town,IMPERRI,SOUTHERN,BONTHE,,,,,-12.29766,7.79113,
Commercial Banks,GT Bank SL Limited,Branch,,,Airport Ferry Road,Lungi,KAFFU BULLOM,NORTH WESTERN,PORT LOKO,,,,,-13.20251,8.61516,
Commercial Banks,GT Bank SL Limited,Cash Point,,,SD Steel Mining Site,Pepel,KAMASONDO,NORTH WESTERN,PORT LOKO,,,,,-13.0557,8.58852,
Commercial Banks,GT Bank SL Limited,Branch,,,46 Kaikordu Road,Koidu,KOIDU CITY,EASTERN,KONO,,,,,-10.97369,8.64394,
Commercial Banks,GT Bank SL Limited,Branch,,,16 Magburaka Road,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04999,8.87517,
Commercial Banks,GT Bank SL Limited,Outlet,,,Sahn Malen,Pujehun,MALEN,SOUTHERN,PUJEHUN,,,,,-11.84168,7.43245,
Commercial Banks,GT Bank SL Limited,Branch,,,16 Makeni Highway Marampa Section,Lunsar,MARAMPA,NORTH WESTERN,PORT LOKO,,,,,-12.5231,8.70346,
Commercial Banks,GT Bank SL Limited,Branch,,,"Main Motor Road, Brookfields",Freetown,WEST I,WESTERN,WESTERN URBAN,,,,,-13.24947,8.47646,
Commercial Banks,GT Bank SL Limited,Branch,,,157 Wilkinson Road,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
Commercial Banks,Keystone Bank (SL) Ltd,Branch,,,3 Rawdon Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23268,8.48948,
Commercial Banks,Keystone Bank (SL) Ltd,HQ,,,3 Rawdon Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23268,8.48948,
Commercial Banks,Keystone Bank (SL) Ltd,Branch,,,20 Kissy Road,Freetown,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21265,8.48316,
Commercial Banks,Keystone Bank (SL) Ltd,Branch,,,14 Freetown Road Lumley,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2709,8.45779,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,20 Bojon Street,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73902,7.96567,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,18 Medina Street,Bonthe,BONTHE URBAN,SOUTHERN,BONTHE,,,,,-12.50276,7.53084,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,39 Wilberforce Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23136,8.48876,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,6 Charlotte Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,HQ,,,25 Siaka Stevens Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23401,8.48878,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,7 Kissy Road,Freetown,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21265,8.48316,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Outlet,,,SLRTC compound Outlet,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.20855,8.47803,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,Wellington Industrial Area,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.1615,8.44337,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,Siaka Stevens Street,Moyamba,KAIYAMBA,SOUTHERN,MOYAMBA,,,,,-12.43367,8.16021,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,12 Dama Road,Kenema,KENEMA CITY,EASTERN,KENEMA,,,,,-11.18651,7.86256,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,, New Sembehun Road,Koidu,KOIDU CITY,EASTERN,KONO,,,,,-10.97116,8.64484,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Outlet,,,Tongo Field,Tongo,LOWER BAMBARA,EASTERN,KENEMA,,,,,-11.05815,8.21824,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,5 Mofindor Road,Kailahun,LUAWA,EASTERN,KAILAHUN,,,,,-10.57381,8.27865,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,Independence Square ,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04425,8.88867,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Outlet,,,Fourah Bay College,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,,-13.21979,8.47768,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,1 Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,,-11.71785,7.35737,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Outlet,,,Kabala,Kabala,WARA WARA YAGALA,NORTHERN,KOINADUGU,,,,,-11.56732,9.54789,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,1 Wilkinson Road,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,141 C Wilkinson Road,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,Wilberforce Barracks,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.25857,8.4637,
Commercial Banks,Rokel Commercial Bank (SL) Ltd,Branch,,,2 Levuma Beach Road,Freetown,YORK RURAL,WESTERN,WESTERN RURAL,,,,,-13.2681,8.41558,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,13 Dambala Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.74042,7.9731,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,13 Dambala Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.74042,7.9731,
Commercial Banks,Sierra Leone Commercial Bank Ltd,HQ,,,29-31 Siaka Stevens Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23544,8.48733,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,31 Siaka Stevens Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23544,8.48733,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,35A Lightfoot Boston Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23799,8.48748,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,211 Fourah Bay Road,Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.2138,8.48927,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,91 Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.20276,8.47923,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,2 Hangha Road,Kenema,KENEMA CITY,EASTERN,KENEMA,,,,,-11.19277,7.87386,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,2 Hangha Road,Kenema,KENEMA CITY,EASTERN,KENEMA,,,,,-11.19277,7.87386,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,23 Post Office Road,Koidu,KOIDU CITY,EASTERN,KONO,,,,,-10.97312,8.64421,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,23 Post Office Road,Koidu,KOIDU CITY,EASTERN,KONO,,,,,-10.97312,8.64421,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,Njala University Campus,Njala,KORI,SOUTHERN,MOYAMBA,,,,,-12.06793,8.11378,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,Njala University Campus,Njala,KORI,SOUTHERN,MOYAMBA,,,,,-12.06793,8.11378,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,Sierra Rutile,Moyamba,LOWER BANTA,SOUTHERN,MOYAMBA,,,,,-12.29618,7.7662,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,Sierra Rutile,Moyamba,LOWER BANTA,SOUTHERN,MOYAMBA,,,,,-12.29618,7.7662,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,2 Dr. Vincent Kanu Road,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04414,8.88792,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,2 Dr. Vincent Kanu Road,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04414,8.88792,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,16 Lunsar Road,Port Loko,PORT LOKO CITY,NORTH WESTERN,PORT LOKO,,,,,-12.77796,8.78169,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,16 Lunsar Road,Port Loko,PORT LOKO CITY,NORTH WESTERN,PORT LOKO,,,,,-12.77796,8.78169,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,Freetown Teachers College Campus,Freetown,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.14451,8.39352,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,Freetown Teachers College Campus,Freetown,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.14451,8.39352,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,135 Masiaka-Yonibana  Highway,Freetown,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.0551,8.3288,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,135 Masiaka-Yonibana  Highway,Freetown,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.0551,8.3288,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,Kiosk at Youyi Building,Freetown,WEST I,WESTERN,WESTERN URBAN,,,,,-13.24718,8.47588,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,Roy Hotel,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28508,8.47955,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Branch,,,28 Wilkinson Road,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,34 Military Hospital,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2609,8.46394,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,Spur Loop Junction,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.25824,8.45589,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,"1 Macauley Drive, Goderich",Freetown,YORK RURAL,WESTERN,WESTERN RURAL,,,,,-13.27839,8.4272,
Commercial Banks,Sierra Leone Commercial Bank Ltd,Outlet,,,"1 Macauley Drive, Goderich",Freetown,YORK RURAL,WESTERN,WESTERN RURAL,,,,,-13.27839,8.4272,
Commercial Banks,Skye Bank (SL) Ltd,Branch,,,148 Mahei Boima Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73744,7.97174,
Commercial Banks,Skye Bank (SL) Ltd,Branch,,,148 Mahei Boima Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73744,7.97174,
Commercial Banks,Skye Bank (SL) Ltd,HQ,,,31 Siaka Stevens Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23544,8.48733,
Commercial Banks,Skye Bank (SL) Ltd,Branch,,,22 Rawdon Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23268,8.48948,
Commercial Banks,Skye Bank (SL) Ltd,Branch,,,"5 College Road, Cline Town",Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21076,8.48933,
Commercial Banks,Skye Bank (SL) Ltd,Branch,,,"33 Freetown Road, Lumley",Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2709,8.45779,
Commercial Banks,Standard Chartered Bank (SL) Ltd,HQ,,,9-11 Lightfoot Boston Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23322,8.49086,
Commercial Banks,Standard Chartered Bank (SL) Ltd,Branch,,,"Guoji Compound, Cline town",Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21028,8.48917,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,7 Bojon Street,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73902,7.96567,
Commercial Banks,Union Trust Bank (SL) Ltd,Outlet,,,89 Sewa Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73122,7.95126,
Commercial Banks,Union Trust Bank (SL) Ltd,HQ,,,2 Howe Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23318,8.48913,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,2 Howe Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23318,8.48913,
Commercial Banks,Union Trust Bank (SL) Ltd,Outlet,,,"SLRSA Compound, Kissy Road",Freetown,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21528,8.48358,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,48 Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.20276,8.47923,
Commercial Banks,Union Trust Bank (SL) Ltd,Outlet,,,"117 Main Motor Road, Wellington",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.16394,8.44679,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,25 Hangha Road,Kenema,KENEMA CITY,EASTERN,KENEMA,,,,,-11.19277,7.87386,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,Magburaka-Kono makeni Highway,Magburaka,KHOLIFA ROWALA,NORTHERN,TONKOLILI,,,,,-11.92691,8.71183,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,8 Old Yengema Road,Koidu,KOIDU CITY,EASTERN,KONO,,,,,-10.97764,8.64352,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,Njala University Campus,Njala,KORI,SOUTHERN,MOYAMBA,,,,,-12.0697,8.1142,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,25 Azzolini Highway,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.05039,8.87562,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,New Makeni Highway,Lunsar,MARAMPA,NORTH WESTERN,PORT LOKO,,,,,-12.5299,8.69525,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,2 Siaka Bockarie Street,Kabala,WARA WARA YAGALA,NORTHERN,KOINADUGU,,,,,-11.55347,9.58423,
Commercial Banks,Union Trust Bank (SL) Ltd,Outlet,,,1 Krootown Road,Freetown,WEST I,WESTERN,WESTERN URBAN,,,,,-13.23975,8.48336,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,"19 Freetown Road, Lumley",Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2709,8.45779,
Commercial Banks,Union Trust Bank (SL) Ltd,Branch,,,Mile 91,Mile 91,YONI MAMAILA,NORTHERN,TONKOLILI,,,,,-12.20793,8.47111,
Commercial Banks,United Bank for Africa,Branch,,,73 Damalla Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.74038,7.97291,
Commercial Banks,United Bank for Africa,Branch,,,15 Charlotte Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
Commercial Banks,United Bank for Africa,Branch,,,"9 College Road, Cline Town",Freetown,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21004,8.49034,
Commercial Banks,United Bank for Africa,Branch,,,29 Kissy Road,Freetown,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21265,8.48316,
Commercial Banks,United Bank for Africa,Branch,,,Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,,-13.20276,8.47923,
Commercial Banks,United Bank for Africa,Outlet,,,Lungi Airport,Lungi,KAFFU BULLOM,NORTH WESTERN,PORT LOKO,,,,,-13.20077,8.61545,
Commercial Banks,United Bank for Africa,Branch,,,16 Lunsar Road,Makeni,MARAMPA,NORTH WESTERN,PORT LOKO,,,,,-12.52564,8.70026,
Commercial Banks,United Bank for Africa,Outlet,,,Fourah Bay College,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,,-13.21979,8.47768,
Commercial Banks,United Bank for Africa,Branch,,,80 Main Motor Road,Freetown,WEST I,WESTERN,WESTERN URBAN,,,,,-13.24901,8.47646,
Commercial Banks,United Bank for Africa,Branch,,,79 Adelaide Street,Freetown,WEST I,WESTERN,WESTERN URBAN,,,,,-13.24318,8.48208,
Commercial Banks,United Bank for Africa,Outlet,,,11 Old Railway Line,Freetown,WEST II,WESTERN,WESTERN URBAN,,,,,-13.25841,8.47534,
Commercial Banks,United Bank for Africa,Outlet,,,1 Bintumani Drive,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28989,8.49672,
Commercial Banks,United Bank for Africa,Branch,,,153 Wilkinson Road,Freetown,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
Commercial Banks,United Bank for Africa ,HQ,,,15 Charlotte Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
Commercial Banks,Vista Bank (SL) Ltd,Branch,,,11 Bojon Street,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73902,7.96567,
Commercial Banks,Vista Bank (SL) Ltd,Branch,,,50 Ecowas Street,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23163,8.49021,
Commercial Banks,Vista Bank (SL) Ltd,Outlet,,,126 Circular Road,Freetown,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23076,8.47845,
Commercial Banks,Vista Bank (SL) Ltd,Outlet,,,4 Campbell Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23981,8.47782,
Commercial Banks,Vista Bank (SL) Ltd,Branch,,,5 Old Market Mofindor,Kailahun,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23514,8.48965,
Commercial Banks,Vista Bank (SL) Ltd,Branch,,,2B Charlotte Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
